Sent
"<|endoftext|> لقد سكب عصير ال برتقال على حبوب ه , لأن, عصير ال برتقال ليس مذاق ا جيد ا مع ال حبوب , لأن, يسكب عصير ال برتقال في كوب , لأن, عصير ال برتقال لا طعم ل ه مع ال حبوب  <|endoftext|>"
"<|endoftext|> يشرب ال تفاح , لأن, ال تفاح لا يمكن أن يكون في حال ة سكر, لأن, ال تفاح ة هي طعام كامل و لا يمكن شرب ها دون عصر ها , لأن, يأكل تفاح ة <|endoftext|>"
"<|endoftext|> ركض جيف 100 ، 000 ميل ال يوم, لأن, 100000 ميل هي وسيل ة طويل ة ل شخص واحد حتى يتمكن من ال جري في يوم واحد , لأن, هذا ليس ممكن ا جسدي ا ل تحقيق ه, لأن, لا يمكن ل أي شخص أن يركض 100 ، 000 ميل في ال يوم <|endoftext|>"
"<|endoftext|> أنا ألسع ب عوض ة, لأن, ال إنسان ليس لدي ه لسع ات, لأن, ليس لدي لاذع , لأن, ال بعوض يلدغ ال ناس ، و ليس ال عكس <|endoftext|>"
"<|endoftext|> ال زراف ة إنسان , لأن, ال زراف ة ليس ت بشر ا , لأن, ال زراف ة حيوان و ليس بشري , لأن, ال زراف ة حيوان  <|endoftext|>"
"<|endoftext|> ال خزان ة ال عادي ة أكبر من خزان ة ال ملابس ال كبير ة , لأن, لا يمكن ل أي شخص أن يمشي في خزان ة عادي ة ل أن ها أصغر من خزان ة ملابس , لأن, خزان ة ال ملابس أكبر من ال خزان ة ال عادي ة , لأن, ال مشي في ال خزان ة أكبر  <|endoftext|>"
"<|endoftext|> أحب ركوب شوكولاتي, لأن, ال شوكولات ة غذاء و ليس ت وحد ة نقل, لأن, أنت تأكل ال شوكولات ة و لا تركب ها, لأن, غير قادر على ركوب ال شوكولاته <|endoftext|>"
"<|endoftext|> فتا ة فاز ت ب ال سباق مع حصان, لأن, ركض ال حصان أسرع من ه, لأن, ال شخص بطيء جد ا في سباق ال خيل , لأن, ال حصان أسرع ب كثير من ال إنسان  <|endoftext|>"
"<|endoftext|> وضع ال فيل في ال ابريق, لأن, ال ابريق صغير جد ا من ال فيل, لأن, لن يتسع ال فيل في إبريق  ف هي كبير ة جد ا, لأن, سوف ينكسر ال إبريق تحت ال وزن  <|endoftext|>"
"<|endoftext|> كلب يلعب ال كر ة ال طائر ة, لأن, فقط ال بشر يلعب ون ال كر ة ال طائر ة, لأن, لا تلعب ال كلاب عاد ة ال كر ة ال طائر ة , لأن, فقط ال ناس يمكن هم لعب ال كر ة ال طائر ة  <|endoftext|>"
"<|endoftext|> يأكل ال بيض ال أطفال في عيد ال فصح , لأن, لا بيض يأكل ال أطفال , لأن, ال بيض لا يأكل أي شيء في أي وقت, لأن, يأكل ال أطفال ال بيض في عيد ال فصح  <|endoftext|>"
"<|endoftext|> شرب مارك دفتر ملاحظ ات , لأن, ال كمبيوتر ال محمول هو ماد ة صلب ة و ب حكم ال تعريف لا يمكن ل أي شخص أن يشرب إلا سائل ا , لأن, لا يمكن ك شرب ال ورق , لأن, دفتر ال ملاحظ ات كائن ليس مشروب ا لذا لا يمكن شرب ه <|endoftext|>"
"<|endoftext|> ذهب إلى مركز ال شرط ة ل سحب ال نقود , لأن, مركز ال شرط ة هو مكان ل تقديم ال شكاوى ال جنائي ة , لأن, لا يمكن ك ال حصول على نقود من مركز ال شرط ة , لأن, ال نقد غير متوفر في مركز ال شرط ة <|endoftext|>"
"<|endoftext|> يمكن ل ال موظف تسعير ال بضائع, لأن, يمكن ل ال مالك فقط تسعير ال بضائع, لأن, ليس من ال معتاد أن يعطى ال موظف هذا ال مستوى من ال مسؤولي ة, لأن, لا يملك ال موظف سلط ة تسعير ال بضائع <|endoftext|>"
"<|endoftext|> تلبس قبع ة في يد ها, لأن, قبع ة تلبس عاد ة على ال رأس, لأن, قبع ة لا تلبس على ال يد ين , لأن, ال قبع ات ل رأس ك  <|endoftext|>"
"<|endoftext|> ابن عمي يرمي ال منزل ل أخي , لأن, ال منزل أكبر من أن يرمي , لأن, لا يمكن ك رمي منزل , لأن, ال منزل أكبر من أن يرمي  <|endoftext|>"
"<|endoftext|> براعم ال ورود تأكل ال يرق ات, لأن, ال يرق ات ل ها أفواه بينما براعم ال ورد لا تفعل ذلك, لأن, براعم ال ورد نبات ات و لا يمكن ها أكل ال حيوان ات , لأن, ال نبات ات لا تأكل ال حشر ات <|endoftext|>"
"<|endoftext|> عزف ت ليز ا موسيقى ال جاز ل موسى في ال عهد ال قديم أمس , لأن, مات موسى ل فتر ة طويل ة و لم يكن من ال ممكن أن يسمع حفل ة موسيقي ة ب ال أمس , لأن, موسى ليس حي ا , لأن, موسى ليس حي ا  <|endoftext|>"
"<|endoftext|> تعطل ال كمبيوتر و أصلح ه ال طبيب, لأن, لا يصلح ال طبيب أجهز ة ال كمبيوتر, لأن, ال أطباء يصلح ون ال ناس و ليس أجهز ة ال كمبيوتر , لأن, ال أطباء يصلح ون ال ناس و ليس أجهز ة ال كمبيوتر <|endoftext|>"
"<|endoftext|> شرب ت ال مبيض , لأن, يستخدم ال مبيض ل ال تنظيف , لأن, عاد ة لا يشرب ال ناس ماد ة ال تبييض ، و ب ال تأكيد لا ينصح ب ذلك, لأن, سوف يقتلك ال تبييض إذا شرب ت ه <|endoftext|>"
"<|endoftext|> عاد ة ما أرتدي حذاء على رأس ي, لأن, يمكن ارتداء ال حذاء ب ال قدم فقط, لأن, يتم ارتداء ال أحذي ة على ال قدم ين , لأن, ال أحذي ة ل ال أقدام لا ل ال رؤوس <|endoftext|>"
"<|endoftext|> وضع أخ ي ال مفاعل ال نووي داخل ال صندوق , لأن, ال مفاعل ال نووي كبير جد ا ب حيث لا يمكن وضع ه في صندوق , لأن, لا يمكن ل أي شخص التقاط مفاعل نووي , لأن, ال مفاعل ال نووي كبير جد ا ب حيث لا يمكن وضع ه في صندوق  <|endoftext|>"
"<|endoftext|> أخذ ت ال كرسي في نزه ة على ال أقدام, لأن, ال كراسي لا تستطيع ال مشي, لأن, كرسي لا يستخدم ل ال مشي  إن ها تخلق حال ة غير مريح ة , لأن, كرسي ليس حي ا  <|endoftext|>"
"<|endoftext|> زأر كلب على قط ة في ال شارع , لأن, ال زئير ليس من سم ات ال كلاب , لأن, يمكن ل ال كلب أن ينبح على قط ة في ال شارع, لأن, ال كلاب لا تزأر <|endoftext|>"
"<|endoftext|> قام ب قص ال سجاد ة, لأن, جزاز ات ال عشب هي ل قطع ال حشائش و ليس ال سجاد, لأن, كنس ال سجاد ة ب ال مكنس ة ال كهربائي ة, لأن, أنت لا تقليم ال سجاد  <|endoftext|>"
"<|endoftext|> أنا أقود دراج ة, لأن, ال دراج ة ممسك ة و ليس ت مدفوع ة, لأن, أنت تركب دراج ة لا تقود ها, لأن, أنت تركب دراج ة  <|endoftext|>"
"<|endoftext|> أنا ألبس فيل, لأن, ال فيل حيوان بري, لأن, لا ترتدي ال فيل ة ال ملابس عاد ة, لأن, ال فيل ة ليس ت ل ارتداء ال ملابس  <|endoftext|>"
"<|endoftext|> أطبخ كر ة ال قدم جيد ا, لأن, كر ة ال قدم هي شيء تلعب ب ه و ليس شيئ ا نأكل ه, لأن, كر ات ال قدم ليس ت طعام ا ، و ب ال تالي ف هي غير مطبوخ ة , لأن, لا يمكن ك طهي كر ة ال قدم  <|endoftext|>"
"<|endoftext|> ال سيار ة وسيل ة جيد ة جد ا ل ال نقل ال مائي, لأن, ال سيار ة هي وسيل ة ال نقل ال بري, لأن, ال سيار ات ليس ت وسائل نقل جيد ة, لأن, ال سيار ات لا تطفو في ال ماء  <|endoftext|>"
"<|endoftext|> يتم اصطحاب كلب إلى حمام ال سباح ة بعد إصاب ت ه ب ال مرض, لأن, لا يوجد في ال مسبح أي رعاي ة طبي ة ل ال حيوان ات, لأن, لا يوجد أطباء في ال مسبح , لأن, لا يحتوي ال مسبح على دواء ل إصلاح ال كلب  <|endoftext|>"
"<|endoftext|> ركب ت دراج ت ها إلى ال قمر , لأن, ال متجر مكان معقول ل ركوب ال دراج ة ، و لا يمكن نا ركوب دراجتنا إلى ال فضاء ال خارجي أو ال قمر , لأن, هذا مستحيل , لأن, لا توجد طريق ة صلب ة ل ال قمر ، لا يمكن ل ال دراج ة أن تتحرك إلى ال قمر  <|endoftext|>"
"<|endoftext|> صبي يغلق, لأن, يمكن ل ال صبي أن ينام ، و لكن لا يمكن ل ال صبي أن يغلق, لأن, لا يغلق ال بشر عاد ة ، و عاد ة ما يستخدم ال إغلاق ل وصف ال تكنولوجيا , لأن, لا يمكن ل ال إنسان أن يغلق <|endoftext|>"
"<|endoftext|> زرع بذور ال خيار في ال أريك ة , لأن, يحتاج ال خيار إلى ظروف حديق ة ل ينمو بدل ا من ال أريك ة , لأن, ال أريك ة ليس ت ال مكان الذي تزرع في ه ال بذور , لأن, ليس من ال مناسب زرع ال أشياء في ال أريك ة  <|endoftext|>"
"<|endoftext|> ألعب على موقد ال غاز ال خاص بي, لأن, موقد ال غاز هو معد ات ل طهي ال طعام, لأن, موقد غاز ل ال طبخ , لأن, موقد ال غاز ليس لعب ة  <|endoftext|>"
"<|endoftext|> ال نجوم تقرأني, لأن, ال نجوم ليس ل ها عيون, لأن, ال نجوم لا تستطيع ال قراء ة, لأن, يقرأ ال ناس ال نجوم و ليس ال عكس  <|endoftext|>"
"<|endoftext|> صبي يغلق ال باب, لأن, يمكن إغلاق ال باب و لكن لا يمكن إغلاق ال باب, لأن, لا يمكن إغلاق ال باب , لأن, لا يفتح ال باب أبد ا ، لذا لا يمكن إغلاق ه  <|endoftext|>"
"<|endoftext|> قرأ نافذ ة طويل ة جد ا ال ملك توت , لأن, ال كتب ل ها صفح ات و كلم ات ل ال قراء ة ، بينما ال نوافذ لا تخدم غرض ا مختلف ا , لأن, لا يمكن ك قراء ة ال نافذ ة , لأن, لا يستطيع قراء ة ال نافذ ة  <|endoftext|>"
"<|endoftext|> لقد فقد هاتف ه في فم غريفين , لأن, غريفين مخلوق أسطوري غير موجود , لأن, جريفين غير موجود و ل ذلك هذا غير ممكن, لأن, لا يوجد شيء اسم ه غريفين <|endoftext|>"
"<|endoftext|> كان لدى سار ة كوب من ال بنزين, لأن, شرب ال بنزين خطر على حيا ة ال مرء, لأن, لا تستطيع سار ة شرب ال بنزين, لأن, لا يشرب ال ناس ال بنزين عاد ة <|endoftext|>"
"<|endoftext|> احتفظ ب كرسي داخل ال ثلاج ة, لأن, ال كرسي أكبر من ال ثلاج ة, لأن, كرسي لا يتسع داخل ال ثلاج ة , لأن, ال كرسي أكبر من أن يوضع في ال ثلاج ة  <|endoftext|>"
"<|endoftext|> قرأ ت نمر, لأن, النمر ليس لدي ه رسائل على نفس ها, لأن, النمر ليس كتاب ا أو جمل ة ، إن ه كائن حي , لأن, لا يمكن قراء ة النمر  <|endoftext|>"
"<|endoftext|> أنا أستخدم ال إنترنت على ال راديو ال خاص بي, لأن, لا يمكن استخدام ال إنترنت في ال راديو, لأن, يمكن ك استخدام ال إنترنت ل ال استماع إلى ال راديو, لأن, ال راديو لا يستخدم ال إنترنت <|endoftext|>"
"<|endoftext|> قاد ت أطفال ها إلى ال قمر , لأن, لا يمكن ال وصول إلى ال قمر ب ال سيار ة , لأن, ال قمر في ال فضاء , لأن, ال قمر في ال فضاء ال خارجي  <|endoftext|>"
"<|endoftext|> هبط ت ب ال مظل ة إلى محل ال بقال ة من طائر ة , لأن, إذا قفز ت من طائر ة ل إحضار ال بقال ة ، ف لن يكون ل ديك طريق ة ل إعاد ت ها إلى ال منزل , لأن, لا يمكن ك ال هبوط داخل متجر, لأن, هذا مكان يجب أن تمشي أو تقود إلي ه  <|endoftext|>"
"<|endoftext|> سبح ت ال أسماك في ال صحراء , لأن, ال صحراء ليس في ها ماء ، ل ذلك لا يمكن ل ال أسماك أن تسبح هناك , لأن, ال صحراء جاف ة و لا يوجد ب ها ماء و ال أسماك ب حاج ة ل ال ماء ل ال سباح ة, لأن, ال صحراء ب لا ماء  <|endoftext|>"
"<|endoftext|> كان هناك مخلوق جليدي ميت يمشي في ال ثلج , لأن, مخلوق ات ال جليد ال ميت غير موجود ة , لأن, ال أشياء ال ميت ة لا تستطيع ال مشي , لأن, ال مخلوق ات ال ميت ة لا تمشي  <|endoftext|>"
